"ad identifier (state, year, race, sponsor, candidate, seconds pro, seconds con)",url,candidate,sponsor,network,date_time (UTC),date_time (EDT),Date,Time,"seconds

into program",identifier,party or PAC,State,Office,Pro / seconds,Con / seconds
NJ_2014_Burlington_County_freeholder_Election_Fund_of_Garagnio_and_O'Brien_Mike_Schmidt_&_Tom_Pullion_(con)_pro_0_con_30,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/3466.3/end/3496.2,Mike Schmidt & Tom Pullion (con),Election Fund of Garagnio and O'Brien,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3466,WCAU_20141031_210000_NBC_10_News_at_5pm#start/3466.3/end/3496.2,R,NJ,Burlington County Freeholder,0,30
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#3,https://archive.org/details/WPVI_20141031_210000_Action_News_500_PM#start/754.1/end/783.5,Donald Norcross (pro),House Majority PAC,WPVI,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,754,WPVI_20141031_210000_Action_News_500_PM#start/754.1/end/783.5,D-PAC,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#3,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/1407.1/end/1436.6,Donald Norcross (pro),House Majority PAC,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1407,WTXF_20141031_210000_FOX_29_News_at_Five#start/1407.1/end/1436.6,D-PAC,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/2347.5/end/2377.7,Frank LoBiondo (pro),Frank LoBiondo for Congress,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2348,KYW_20141031_210000_Eyewitness_News_at_5#start/2347.5/end/2377.7,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/3434.9/end/3465.1,Frank LoBiondo (pro),Frank LoBiondo for Congress,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3435,WCAU_20141031_210000_NBC_10_News_at_5pm#start/3434.9/end/3465.1,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/619.4/end/650.0,Tom MacArthur (con),Aimee Belgard For Congress,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,619,KYW_20141031_210000_Eyewitness_News_at_5#start/619.4/end/650.0,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/771.2/end/801.0,Tom MacArthur (con),Aimee Belgard For Congress,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,771,WTXF_20141031_210000_FOX_29_News_at_Five#start/771.2/end/801.0,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/2663.4/end/2693.4,Tom MacArthur (con),Aimee Belgard For Congress,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2663,WCAU_20141031_210000_NBC_10_News_at_5pm#start/2663.4/end/2693.4,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/627.2/end/657.3,Aimee Belgard (con),American Action Network,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,627,WCAU_20141031_210000_NBC_10_News_at_5pm#start/627.2/end/657.3,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WPVI_20141031_210000_Action_News_500_PM#start/1054.4/end/1084.2,Aimee Belgard (con),American Action Network,WPVI,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1054,WPVI_20141031_210000_Action_News_500_PM#start/1054.4/end/1084.2,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/1376.7/end/1407.1,Aimee Belgard (con),American Action Network,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1377,WTXF_20141031_210000_FOX_29_News_at_Five#start/1376.7/end/1407.1,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/1404.9/end/1434.6,Aimee Belgard (con),American Action Network,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1405,KYW_20141031_210000_Eyewitness_News_at_5#start/1404.9/end/1434.6,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/1777.2/end/1807.9,Aimee Belgard (con),American Action Network,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1777,WCAU_20141031_210000_NBC_10_News_at_5pm#start/1777.2/end/1807.9,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/3405.6/end/3435.5,Aimee Belgard (con),American Action Network,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3406,WTXF_20141031_210000_FOX_29_News_at_Five#start/3405.6/end/3435.5,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_Tom_MacArthur_for_Congress_Tom_MacArthur_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/1696.7/end/1728.9,Tom MacArthur (pro),Tom MacArthur for Congress,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1697,WTXF_20141031_210000_FOX_29_News_at_Five#start/1696.7/end/1728.9,R,NJ,U.S. House of Representatives - Congressional District 3,30,0
NJ_2014_CD3_Tom_MacArthur_for_Congress_Tom_MacArthur_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/2434.6/end/2464.5,Tom MacArthur (pro),Tom MacArthur for Congress,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2435,WCAU_20141031_210000_NBC_10_News_at_5pm#start/2434.6/end/2464.5,R,NJ,U.S. House of Representatives - Congressional District 3,30,0
NJ_2014_CD3_Tom_MacArthur_for_Congress_Tom_MacArthur_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/2437.5/end/2468.5,Tom MacArthur (pro),Tom MacArthur for Congress,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2438,KYW_20141031_210000_Eyewitness_News_at_5#start/2437.5/end/2468.5,R,NJ,U.S. House of Representatives - Congressional District 3,30,0
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20141031_210000_Action_News_500_PM#start/1282.6/end/1314.2,Ryan Costello (pro),Ryan Costello for Congress,WPVI,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1283,WPVI_20141031_210000_Action_News_500_PM#start/1282.6/end/1314.2,R,PA,U.S. House of Representatives - Congressional District 6,30,0
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_30_con_0,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/1464.4/end/1494.8,Ryan Costello (pro),Ryan Costello for Congress,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1464,KYW_20141031_210000_Eyewitness_News_at_5#start/1464.4/end/1494.8,R,PA,U.S. House of Representatives - Congressional District 6,30,0
PA_2014_CD6_Ryan_Costello_for_Congress_Ryan_Costello_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/1464.8/end/1494.9,Ryan Costello (pro),Ryan Costello for Congress,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1465,WCAU_20141031_210000_NBC_10_News_at_5pm#start/1464.8/end/1494.9,R,PA,U.S. House of Representatives - Congressional District 6,30,0
PA_2014_CD6_Trivedi_for_Congress_Manan_Trivedi_(pro)_pro_17_con_13,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/1029.1/end/1059.1,Manan Trivedi (pro),Trivedi for Congress,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1029,KYW_20141031_210000_Eyewitness_News_at_5#start/1029.1/end/1059.1,D,PA,U.S. House of Representatives - Congressional District 6,17,13
PA_2014_CD6_Trivedi_for_Congress_Manan_Trivedi_(pro)_pro_17_con_13,https://archive.org/details/WPVI_20141031_210000_Action_News_500_PM#start/1667.6/end/1697.7,Manan Trivedi (pro),Trivedi for Congress,WPVI,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1668,WPVI_20141031_210000_Action_News_500_PM#start/1667.6/end/1697.7,D,PA,U.S. House of Representatives - Congressional District 6,17,13
PA_2014_CD8_Fitzpatrick_for_Congress_Mike_Fitzpatrick_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/1687.8/end/1717.2,Mike Fitzpatrick,Fitzpatrick for Congress,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1688,WCAU_20141031_210000_NBC_10_News_at_5pm#start/1687.8/end/1717.2,R,PA,U.S. House of Representatives - Congressional District 8,30,0
PA_2014_CD8_Fitzpatrick_for_Congress_Mike_Fitzpatrick_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/1759.0/end/1788.7,Mike Fitzpatrick,Fitzpatrick for Congress,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1759,WTXF_20141031_210000_FOX_29_News_at_Five#start/1759.0/end/1788.7,R,PA,U.S. House of Representatives - Congressional District 8,30,0
NJ_2014_Gloucester_County_freeholder_Simmons_Barnes_&_Taliaferro_for_Freeholder_Simmons_Barnes_&_Taliaferro_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/1747.0/end/1777.5,"Simmons, Barnes & Taliaferro (pro)","Simmons, Barnes & Taliaferro for Freeholder",WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1747,WCAU_20141031_210000_NBC_10_News_at_5pm#start/1747.0/end/1777.5,D,NJ,Gloucester County Freeholder,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Corbett_(pro)_pro_30_con_0,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/1690.7/end/1722.2,Tom Corbett (pro),Tom Corbett For Governor,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1691,KYW_20141031_210000_Eyewitness_News_at_5#start/1690.7/end/1722.2,R,PA,Governor,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Corbett_(pro)_pro_30_con_0,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/2247.8/end/2277.9,Tom Corbett (pro),Tom Corbett For Governor,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2248,WTXF_20141031_210000_FOX_29_News_at_Five#start/2247.8/end/2277.9,R,PA,Governor,30,0
PA_2014_Gov_Tom_Corbett_for_Governor_Tom_Corbett_(pro)_pro_30_con_0,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/3157.7/end/3188.0,Tom Corbett (pro),Tom Corbett For Governor,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3158,WCAU_20141031_210000_NBC_10_News_at_5pm#start/3157.7/end/3188.0,R,PA,Governor,30,0
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_20_con_10,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/908.4/end/938.7,Tom Wolf (pro),Tom Wolf for Governor,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,908,KYW_20141031_210000_Eyewitness_News_at_5#start/908.4/end/938.7,D,PA,Governor,20,10
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_20_con_10,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/1525.0/end/1554.6,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1525,WCAU_20141031_210000_NBC_10_News_at_5pm#start/1525.0/end/1554.6,D,PA,Governor,20,10
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_20_con_10,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/2494.2/end/2524.4,Tom Wolf (pro),Tom Wolf for Governor,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2494,WCAU_20141031_210000_NBC_10_News_at_5pm#start/2494.2/end/2524.4,D,PA,Governor,20,10
PA_2014_State_House_PA_House_Democratic_Campaign_Committee_Tom_Quigley_Jamie_Santora_&_Warren_Kampf_(con)_pro_0_con_30,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/2188.5/end/2217.8,"Tom Quigley, Jamie Santora & Warren Kampf (con)",PA House Democratic Campaign Committee,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2189,WTXF_20141031_210000_FOX_29_News_at_Five#start/2188.5/end/2217.8,D-PAC,PA,"State House 146th, 163rd, 157th Districts ",0,30
PA_2014_State_House_PA_House_Democratic_Campaign_Committee_Tom_Quigley_Jamie_Santora_&_Warren_Kampf_(con)_pro_0_con_30,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/2671.8/end/2700.7,"Tom Quigley, Jamie Santora & Warren Kampf (con)",PA House Democratic Campaign Committee,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,2672,KYW_20141031_210000_Eyewitness_News_at_5#start/2671.8/end/2700.7,D-PAC,PA,"State House 146th, 163rd, 157th Districts ",0,30
PA_2014_State_House_PA_House_Democratic_Campaign_Committee_Tom_Quigley_Jamie_Santora_&_Warren_Kampf_(con)_pro_0_con_30,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/3187.8/end/3218.0,"Tom Quigley, Jamie Santora & Warren Kampf (con)",PA House Democratic Campaign Committee,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3188,WCAU_20141031_210000_NBC_10_News_at_5pm#start/3187.8/end/3218.0,D-PAC,PA,"State House 146th, 163rd, 157th Districts ",0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#2,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/687.2/end/717.0,Tom McGarrigle (con),Kane for Senate,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,687,WCAU_20141031_210000_NBC_10_News_at_5pm#start/687.2/end/717.0,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_Kane_for_Senate_Tom_McGarrigle_(con)_pro_0_con_30_#2,https://archive.org/details/WTXF_20141031_210000_FOX_29_News_at_Five#start/1436.7/end/1466.5,Tom McGarrigle (con),Kane for Senate,WTXF,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1437,WTXF_20141031_210000_FOX_29_News_at_Five#start/1436.7/end/1466.5,D,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#3,https://archive.org/details/WPVI_20141031_210000_Action_News_500_PM#start/1374.5/end/1404.2,John Kane (con),Tom McGarrigle for State Senate,WPVI,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1375,WPVI_20141031_210000_Action_News_500_PM#start/1374.5/end/1404.2,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#3,https://archive.org/details/KYW_20141031_210000_Eyewitness_News_at_5#start/1751.7/end/1781.7,John Kane (con),Tom McGarrigle for State Senate,KYW,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,1752,KYW_20141031_210000_Eyewitness_News_at_5#start/1751.7/end/1781.7,R,PA,State Senate 26th District,0,30
PA_2014_State_Senate_26th_McGarrigle_for_State_Senate_John_Kane_(con)_pro_0_con_30_#3,https://archive.org/details/WCAU_20141031_210000_NBC_10_News_at_5pm#start/3496.1/end/3527.5,John Kane (con),Tom McGarrigle for State Senate,WCAU,20141031_210000,20141031_170000,"October 31, 2014",5:00 PM,3496,WCAU_20141031_210000_NBC_10_News_at_5pm#start/3496.1/end/3527.5,R,PA,State Senate 26th District,0,30
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#2,https://archive.org/details/WPVI_20141031_213000_Action_News_530_PM#start/1724.0/end/1752.7,Donald Norcross (pro),Donald Norcross for Congress,WPVI,20141031_213000,20141031_173000,"October 31, 2014",5:30 PM,1724,WPVI_20141031_213000_Action_News_530_PM#start/1724.0/end/1752.7,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WPVI_20141031_213000_Action_News_530_PM#start/598.2/end/628.3,Tom MacArthur (con),Aimee Belgard For Congress,WPVI,20141031_213000,20141031_173000,"October 31, 2014",5:30 PM,598,WPVI_20141031_213000_Action_News_530_PM#start/598.2/end/628.3,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WPVI_20141031_213000_Action_News_530_PM#start/1195.3/end/1224.8,Aimee Belgard (con),American Action Network,WPVI,20141031_213000,20141031_173000,"October 31, 2014",5:30 PM,1195,WPVI_20141031_213000_Action_News_530_PM#start/1195.3/end/1224.8,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
PA_2014_Gov_Tom_Wolf_for_Governor_Tom_Wolf_(pro)_pro_20_con_10,https://archive.org/details/WPVI_20141031_213000_Action_News_530_PM#start/719.0/end/748.1,Tom Wolf (pro),Tom Wolf for Governor,WPVI,20141031_213000,20141031_173000,"October 31, 2014",5:30 PM,719,WPVI_20141031_213000_Action_News_530_PM#start/719.0/end/748.1,D,PA,Governor,20,10
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/506.6/end/535.8,Donald Norcross (pro),Donald Norcross for Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,507,KYW_20141031_220000_Eyewitness_News_at_6#start/506.6/end/535.8,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#2,https://archive.org/details/WCAU_20141031_220000_NBC_10_News_at_6pm#start/708.4/end/738.1,Donald Norcross (pro),Donald Norcross for Congress,WCAU,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,708,WCAU_20141031_220000_NBC_10_News_at_6pm#start/708.4/end/738.1,D,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/536.7/end/566.6,Donald Norcross (pro),House Majority PAC,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,537,KYW_20141031_220000_Eyewitness_News_at_6#start/536.7/end/566.6,D-PAC,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#3,https://archive.org/details/WCAU_20141031_220000_NBC_10_News_at_6pm#start/1325.8/end/1355.7,Donald Norcross (pro),House Majority PAC,WCAU,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1326,WCAU_20141031_220000_NBC_10_News_at_6pm#start/1325.8/end/1355.7,D-PAC,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD1_Donald_Norcross_for_Congress_Donald_Norcross_(pro)_pro_30_con_0_#3,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/1597.1/end/1627.2,Donald Norcross (pro),House Majority PAC,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1597,KYW_20141031_220000_Eyewitness_News_at_6#start/1597.1/end/1627.2,D-PAC,NJ,U.S. House of Representatives - Congressional District 1,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WTXF_20141031_220000_Fox_29_News_at_6PM#start/770.5/end/799.5,Frank LoBiondo (pro),Frank LoBiondo for Congress,WTXF,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,771,WTXF_20141031_220000_Fox_29_News_at_6PM#start/770.5/end/799.5,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/WPVI_20141031_220000_Action_News_600_PM#start/1246.7/end/1276.0,Frank LoBiondo (pro),Frank LoBiondo for Congress,WPVI,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1247,WPVI_20141031_220000_Action_News_600_PM#start/1246.7/end/1276.0,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD2_Frank_LoBiondo_for_Congress_Frank_LoBiondo_(pro)_pro_30_con_0,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/1300.7/end/1330.4,Frank LoBiondo (pro),Frank LoBiondo for Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1301,KYW_20141031_220000_Eyewitness_News_at_6#start/1300.7/end/1330.4,R,NJ,U.S. House of Representatives - Congressional District 2,30,0
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/568.3/end/596.5,Tom MacArthur (con),Aimee Belgard For Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,568,KYW_20141031_220000_Eyewitness_News_at_6#start/568.3/end/596.5,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/WPVI_20141031_220000_Action_News_600_PM#start/567.9/end/601.3,Tom MacArthur (con),Aimee Belgard For Congress,WPVI,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,568,WPVI_20141031_220000_Action_News_600_PM#start/567.9/end/601.3,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_Aimee_Belgard_for_Congress_Tom_MacArthur_(con)_pro_13_con_17,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/1657.0/end/1687.0,Tom MacArthur (con),Aimee Belgard For Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1657,KYW_20141031_220000_Eyewitness_News_at_6#start/1657.0/end/1687.0,D,NJ,U.S. House of Representatives - Congressional District 3,13,17
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/1331.1/end/1360.1,Aimee Belgard (con),American Action Network,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1331,KYW_20141031_220000_Eyewitness_News_at_6#start/1331.1/end/1360.1,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WPVI_20141031_220000_Action_News_600_PM#start/1331.5/end/1362.4,Aimee Belgard (con),American Action Network,WPVI,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1332,WPVI_20141031_220000_Action_News_600_PM#start/1331.5/end/1362.4,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_American_Action_Network_Aimee_Belgard_(con)_pro_0_con_30,https://archive.org/details/WTXF_20141031_220000_Fox_29_News_at_6PM#start/1656.9/end/1687.0,Aimee Belgard (con),American Action Network,WTXF,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1657,WTXF_20141031_220000_Fox_29_News_at_6PM#start/1656.9/end/1687.0,R-PAC,NJ,U.S. House of Representatives - Congressional District 3,0,30
NJ_2014_CD3_Tom_MacArthur_for_Congress_Aimee_Belgard_(con)_pro_15_con_15,https://archive.org/details/WCAU_20141031_220000_NBC_10_News_at_6pm#start/803.5/end/834.2,Aimee Belgard (con),Tom MacArthur for Congress,WCAU,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,804,WCAU_20141031_220000_NBC_10_News_at_6pm#start/803.5/end/834.2,R,NJ,U.S. House of Representatives - Congressional District 3,15,15
NJ_2014_CD3_Tom_MacArthur_for_Congress_Tom_MacArthur_(pro)_pro_30_con_0_#2,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/626.9/end/657.1,Tom MacArthur (pro),Tom MacArthur for Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,627,KYW_20141031_220000_Eyewitness_News_at_6#start/626.9/end/657.1,R,NJ,U.S. House of Representatives - Congressional District 3,30,0
NJ_2014_CD3_Tom_MacArthur_for_Congress_Tom_MacArthur_(pro)_pro_30_con_0_#2,https://archive.org/details/WTXF_20141031_220000_Fox_29_News_at_6PM#start/1450.7/end/1480.8,Tom MacArthur (pro),Tom MacArthur for Congress,WTXF,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,1451,WTXF_20141031_220000_Fox_29_News_at_6PM#start/1450.7/end/1480.8,R,NJ,U.S. House of Representatives - Congressional District 3,30,0
PA_2014_CD6_Trivedi_for_Congress_Manan_Trivedi_(pro)_pro_17_con_13,https://archive.org/details/KYW_20141031_220000_Eyewitness_News_at_6#start/596.9/end/627.2,Manan Trivedi (pro),Trivedi for Congress,KYW,20141031_220000,20141031_180000,"October 31, 2014",6:00 PM,597,KYW_20141031_220000_Eyewitness_News_at_6#start/596.9/end/627.2,D,PA,U.S. House of Representatives - Congressional District 6,17,13
